석식메뉴,샐러드류,양념 및 장류,나물류,소스류,두류,찜류,곡류,죽류,국탕류,볶음류,유제품류,김치류,밥류,묵류,만두류,견과류,비빔밥볶음밥류,음료류,회류,부침류,덥밥국밥류,빵과자류,채소류,면류,육류,난류,어패류,디저트류,무침류,찌개류,해조류,과일류,전류,조림류,튀김류,장아찌류,구이류,스프류,덮밥국밥류,떡류
"['미니채소떡갈비', '시금치나물', '쌀밥', '포기김치', '연두부탕', '쫄면무침', '잡곡밥']",0,0,1,0,1,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['깻순나물', '콩나물김치국', '쌀밥', '계란말이', '모듬장조림(소고기)', '알타리김치', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"['해물된장찌개', '쌀밥', '동태전', '돈육칠리강정', '포기김치', '콩나물무침', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0
"['토마토스파게티', '오렌지주스', '피클', '굴소스볶음밥', '함박스테이크', '완두콩스프', '포기김치', '샐러드']",1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,4,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"['비엔나감자구이', '쇠고기무국', '쌀밥', '닭겨자냉채', '포기김치', '어묵무침', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0
"['양념장', '쇠고기숙주볶음', '해물김치전', '쌀밥', '고추장찌개', '파래김', '알타리김치', '잡곡밥']",0,2,0,1,0,0,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0
"['짬뽕', '볶음밥', '깐풍기', '조각사과', '포기김치', '양배추샐러드']",1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0
[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['핫도그', '충무김밥', '바나나', '우동', '석박지', '오징어초무침', '샐러드']",1,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
"['미역줄기볶음', '견과류조림', '레몬탕수육', '쌀밥', '열무김치', '콩비지찌개', '잡곡밥']",0,0,0,0,1,0,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"['쇠고기샤브국', '꽃맛살볶음', '쌀밥', '비트무생채', '포기김치', '가자미양념찜', '잡곡밥']",0,0,0,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"['참치주먹밥', '칠리소스', '새우까스', '포기김치', '과일샐러드', '단무지무침', '잔치국수']",1,1,0,1,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0
"['김치녹두전', '조랭이떡미역국', '돈육장조림', '쌀밥', '열무김치', '치커리유자청무침', '잡곡밥']",0,0,0,0,0,0,3,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
"['비엔나컬리플라워볶음', '시금치나물', '얼갈이된장국', '닭오븐구이', '쌀밥', '포기김치', '잡곡밥']",0,0,1,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['오이사과무침', '무채국', '해물동그랑땡전', '쌀밥', '포기김치', '닭볶음탕', '잡곡밥']",0,0,0,0,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"['양배추쌈', '쌈장', '언양식불고기', '쌀밥', '고추장찌개', '날치알계란찜', '포기김치', '잡곡밥']",0,2,0,1,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"['산채비빔밥', '초간장', '모둠튀김', '포기김치', '콘샐러드', '수박', '유부장국']",1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"['참치야채전', '쌀밥', '참나물생채', '어묵국', '포기김치', '돈육굴소스볶음', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
"['후르츠탕수육', '부추생채', '쌀밥', '포기김치', '해물파전', '콩나물국', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"['씨리얼과일샐러드', '마파두부덮밥', '맑은국', '쨔샤이무침', '소고기퀘사디아', '포기김치']",1,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"['모둠버섯볶음', '오이맛살무침', '배추겉절이', '쌀밥', '유린기', '된장찌개', '잡곡밥']",0,1,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"['김밥', '청포도피클', '떡볶이', '포기김치', '김말이튀김', '잔치국수']",0,1,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['삼겹살구이', '두부양념조림', '쌈장', '쌀밥', '시래기국', '모듬쌈', '포기김치', '잡곡밥']",0,1,0,1,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"['순대야채볶음', '유부초밥', '포기김치', '수박', '콥샐러드', '콩국수']",1,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['단호박스프', '샐러드파스타', '쌀밥', '옛날돈가스', '포기김치', '단무지', '음료', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"['소고기불고기', '치커리무침', '감자채햄볶음', '북어계란국', '쌀밥', '알타리김치', '잡곡밥']",0,0,0,0,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['비엔나컬리플라워볶음', '옹심이만두국', '쌀밥', '청경채무침', '포기김치', '간장치킨', '잡곡밥']",0,0,0,0,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['후난식볶음밥', '돈육강정', '가쯔오장국', '조각사과', '포기김치', '시저샐러드']",1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0
"['두부계란부침', '쌀밥', '셀프무쌈말이', '주꾸미볶음', '들깨미역국', '양념', '포기김치', '잡곡밥']",0,1,0,1,1,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"['무피클', '열무김치국수', '포기김치', '멸치주먹밥', '부추만두', '멕시칸샐러드']",1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['꽃맛살볶음', '쌀밥', '참나물생채', '배추된장국', '포기김치', '가자미카레튀김', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0
"['닭개장', '머위대초무침', '고추잡채', '쌀밥', '꽃빵', '포기김치', '갈치구이', '잡곡밥']",0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['맑은국', '볶음밥', '사천식탕수육', '하와이안샐러드', '오이지무침', '포기김치', '짜장소스']",1,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['콩나물불고기', '무채국', '부추생채', '옥수수전', '쌀밥', '포기김치', '잡곡밥']",0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"['감자치즈구이', '냉모밀국수', '빠에야', '포기김치', '비빔만두', '수박']",0,0,0,0,0,0,3,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"['미트볼케찹조림', '해물누룽지탕', '양념깻잎지', '쌀밥', '포기김치', '시금치국', '잡곡밥']",0,0,0,0,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"['돈육김치찌개', '오이맛살냉채', '모듬소세지구이', '쌀밥', '꽁치오븐구이', '알타리김치', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0
"['가쯔오국', '감자튀김', '청포도피클', '로제파스타', '포기김치', '해물굴소스볶음밥']",0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"['소고기미역국', '오징어볶음', '쌀밥', '두부카프레제', '포기김치', '명란계란찜', '잡곡밥']",1,0,0,0,1,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"['꼬들단무지', '김밥', '떡볶이', '포기김치', '찐옥수수', '음료', '김치말이국수']",0,1,0,0,0,1,3,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"['꽃게탕', '두부구이', '돈육간장강정', '쌀밥', '포기김치', '아몬드멸치볶음', '잡곡밥']",0,0,0,0,1,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0
"['유산슬', '얼갈이나물', '쌀밥', '열무김치', '매운소고기국', '비엔나야채볶음', '잡곡밥']",0,0,0,0,0,0,2,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['모듬묵샐러드', '탄두리치킨', '천도복숭아', '깍두기', '김치볶음밥', '유부장국']",1,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['햄치즈또띠아', '우동', '표고버섯탕수육', '요플레', '포기김치', '멸치주먹밥']",0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"['상추겉절이', '쇠고기장조림', '감자채볶음', '쌀밥', '차돌박이찌개', '포기김치', '잡곡밥']",0,0,0,0,0,0,3,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"['장어강정', '부추생채', '호박젓국찌개', '쌀밥', '실곤약흑임자무침', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0
"['케이준샐러드', '김밥볶음밥', '포기김치', '꼬치어묵탕', '노각무침', '순대볶음']",1,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['고기전', '꽁치김치말이', '쇠고기무국', '쌀밥', '셀프무쌈말이', '알타리김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
"['야채주먹밥', '수제오이피클', '훈제오리냉채', '단호박범벅', '포기김치', '잔치국수']",1,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['무생채', '언양식불고기', '쌀밥', '콩가루배추국', '황태양념구이', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
"['연두부', '쌀밥', '어묵국', '양념', '포기김치', '닭볶음탕', '치커리생채', '잡곡밥']",0,1,0,1,1,1,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['오이무침', '또띠아견과칩', '생선까스', '탈탈소스', '목살필라프', '포기김치', '미니우동']",0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['양배추쌈', '쌈장', '고추잡채', '쌀밥', '계란말이', '꽃빵', '포기김치', '육개장', '잡곡밥']",0,1,0,1,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"['무피클', '감자범벅', '옛날돈까스', '미소장국', '딸기드레싱샐러드', '쌀밥', '포기김치', '주스', '잡곡밥']",1,1,0,0,0,0,3,1,1,0,0,2,2,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"['배추겉절이', '쌀밥', '시래기국', '매운어묵볶음', '미역레몬초무침', '돈삼겹보쌈', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"['시금치무침', '신김치도토리묵', '닭데리야끼구이', '쌀밥', '콩나물국', '알타리김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['맑은국', '후르츠탕수육', '찐감자', '포기김치', '강된장', '곤드레밥', '오이초무침']",0,1,0,0,0,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"['홍시드레싱샐러드', '충무김밥', '바나나', '석박지', '오징어초무침', '콩국수']",1,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
"['어묵잡채', '쫑상추무침', '등갈비바베큐조림', '쌀밥', '포기김치', '부대찌개', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
"['호박새우젓국', '쌀밥', '모듬소세지', '매운닭찜', '포기김치', '마늘쫑건새우', '잡곡밥']",0,0,0,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['가쯔오국', '감자튀김', '함박스테이크', '포기김치', '투움바스파게티', '피클,음료']",0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"['양념갈비찜', '감자채볶음', '부추생채', '쌀밥', '시래기국', '포기김치', '잡곡밥']",0,0,0,0,0,1,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['꽃맛살샐러드', '나가사끼짬뽕', '새우또띠아', '포기김치', '수박', '멸치주먹밥']",1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0
"['열무나물', '오징어볶음', '비엔나케찹볶음', '쌀밥', '어묵국', '포기김치', '잡곡밥']",0,0,1,0,0,0,2,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"['청경채생채', '코다리조림', '해물김치전', '쌀밥', '차돌박이찌개', '열무김치', '잡곡밥']",0,0,1,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0
"['과일', '맑은국', '볶음밥', '감자치즈구이', '깐풍기', '포기김치', '단무지', '짜장소스']",0,1,0,1,0,0,2,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0
[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['미역장국', '칠리소스', '오므라이스', '오이무침', '포기김치', '멕시칸샐러드', '모듬튀김']",1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"['황태국', '해파리냉채', '쌀밥', '포기김치', '호박나물', '유자청제육볶음', '잡곡밥']",0,0,1,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"['돈육김치찌개', '유산슬', '땅콩조림', '쌀밥', '계란찜', '알타리김치', '잡곡밥']",0,0,0,0,1,1,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"['무피클', '닭갈비볶음밥', '가쯔오장국', '크림카레우동', '왕만두', '포기김치', '양배추샐러드']",1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['훈제오리냉채', '우엉곤약조림', '쌀밥', '포기김치', '육개장', '잡곡밥', '고등어구이']",1,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"['돈육강정', '꼬마김밥', '겨자장', '요플레', '포기김치', '키위드레싱샐러드', '잔치국수']",1,2,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['칠리소스', '생선까스', '두부양념조림', '쌀밥', '포기김치', '콩비지찌개', '청포묵무침', '잡곡밥']",0,1,0,1,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
"['가자미튀김', '청국장찌개', '양념깻잎지', '돈육잡채', '쌀밥', '포기김치', '잡곡밥']",0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"['꼬들단무지', '김밥', '떡볶이', '포기김치', '찐옥수수', '음료', '김치말이국수']",0,1,0,0,0,1,3,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"['매운쇠고기국', '쌀밥', '참나물생채', '포기김치', '어묵무침', '유린기', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0
"['칠리소스', '수제돈까스', '푸실리샐러드', '쌀밥', '열무김치', '크림스프', '잡곡밥', '오이미역무침']",1,1,0,1,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"['도라지무침', '해물누룽지탕', '도토리묵냉국', '쌀밥', '포기김치', '잡곡밥', '동그랑땡전']",0,0,0,0,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"['오징어볶음', '단호박계란찜', '들깨버섯국', '쌀밥', '셀프무쌈말이', '포기김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['순대야채볶음', '우동', '유부초밥', '포기김치', '음료', '참치샐러드']",1,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['유부주머니국', '수제피클', '단호박범벅', '탈탈소스', '계란', '김치볶음밥', '해물까스', '알타리김치']",0,1,0,1,1,1,1,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"['흑임자곤약샐러드', '시금치된장국', '쌀밥', '포기김치', '미니채소떡갈비', '잡곡밥', '얼갈이생채']",1,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"['참치김치찌개', '가지무침', '안동찜닭', '고추잡채', '쌀밥', '꽃빵', '알타리김치', '잡곡밥']",0,0,0,0,0,1,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"['쇠고기샤브국', '꽃맛살볶음', '쌀밥', '비트무생채', '포기김치', '가자미양념찜', '잡곡밥']",0,0,0,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"['타코야끼', '김치주먹밥', '우동', '열무김치', '귤', '콥샐러드']",1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"['장어강정', '부추생채', '호박젓국찌개', '쌀밥', '실곤약흑임자무침', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0
"['미역줄기볶음', '쇠고기장조림', '동태찌개', '쌀밥', '포기김치', '계란말이', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0
"['가쯔오장국', '닭오븐구이', '포기김치', '해물굴소스볶음밥', '딸기드레싱샐러드', '음료']",1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
"['미트볼조림', '쌀밥', '청경채무침', '포기김치', '차돌박이된장찌개', '꽁치구이', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0
"['짬뽕', '유부초밥', '포기김치', '단무지', '탕수육', '생과일플레인샐러드']",1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"['비엔나감자구이', '닭곰탕', '쌀밥', '포기김치', '류산슬', '아삭고추무침', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['양배추쌈', '코다리조림', '옹심이만두국', '꽃맛살볶음', '쌈장', '쌀밥', '포기김치', '잡곡밥']",0,1,0,1,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"['과일', '맑은국', '감자범벅', '볶음밥', '수제피클', '포기김치', '짜장소스', '탕수어']",0,1,0,1,0,0,2,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0
"['대구찌개', '멸치아몬드볶음', '언양식불고기', '쌀밥', '셀프무쌈말이', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0
"['야채주먹밥', '꼬들단무지', '요플레', '깐풍기', '포기김치', '멕시칸샐러드', '김치우동']",1,1,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['치커리무침', '가자미카레튀김', '쌀밥', '포기김치', '육개장', '잡곡밥', '메추리알조림']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
"['해물된장찌개', '취나물', '도토리묵무침', '쌀밥', '포기김치', '짬뽕불고기', '잡곡밥']",0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['버섯잡채', '오이맛살초무침', '깍두기', '쌀밥', '갈치구이', '부대찌개', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0
['자기계발의날'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
