index,메뉴,분류,재료1,재료2
3591,토마토두부카프레제,샐러드류,두류,채소류
3592,돈육떡강정,튀김류,육류,
3593,치킨텐더샐러드,샐러드류,채소류,
3594,취나물볶음,볶음류,채소류,
3595,옹심이만둣국,국탕류,곡류,
3596,콩나물동태찜,찜류,어패류,채소류
3597,상추부추무침,무침류,채소류,
3598,건파래무침,무침류,해조류,
3599,두부조림,조림류,두류,
3600,동태찌개,찌개류,어패류,
3601,딸기요거트,소스류,유제품류,
3602,(New)국물쪼리닭,조림류,육류,
3603,연근샐러드,샐러드류,채소류,
3604,비름나물,나물류,채소류,
3605,크렌베리멸치볶음,볶음류,어패류,
3606,꽁치김치조림,조림류,어패류,김치류
3607,토마토스크램블,구이류,난류,
3608,절인고추,채소류,채소류,
3609,아귀순살찜,찜류,어패류,
3610,멸치견과류볶음,견과류,곡류,
3611,옥수수감자범벅,죽류,곡류,
3612,열무된장국,국탕류,채소류,
3613,봄나물튀김,튀김류,채소류,
3614,꽈리고추어묵볶음,볶움류,채소류,어패류
3615,마계토스트,빵과자류,곡류,
3616,과일요거트샐러드,샐러드류,채소류,
3617,사과오이초무침,무침류,채소류,과일류
3618,스팸구이,구이류,육류,
3619,오이&당근,채소류,채소류,
3620,쇠고기덮밥,덮밥국밥류,육류,
3621,락교,김치류,채소류,
3622,유부주머니국,국탕류,두류,
3623,쇠고기가지조림,조림류,육류,
3624,파스타샐러드,샐러드류,채소류,
3625,불고기필라프,비빔밥볶음밥류,육류,
3626,쇠고기잡채,면류,육류,
3627,감자전,전류,곡류,
3628,섭산적조림,조림류,육류,
3629,고구마오븐구이,구이류,곡류,
3630,간장두부조림,조림류,두류,
3631,고구마순볶음,볶음류,채소류,
3632,건강비빔밥,비빔밥볶음밥류,채소류,
3633,약고추장,소스류,양념 및 장류,
3634,꽃게탕,국탕류,어패류,
3635,치킨너겟,튀김류,육류,
3639,만두찜,만두류,육류,
3643,고등어조림,조림류,어패류,
3644,닭갈비,구이류,육류,
3645,마늘쫑메추리알조림,조림류,난류,
3646,도라지볶음,볶음류,채소류,
3647,햄볶음밥,비빔밥볶음밥류,육류,
3648,고추짜장,덮밥국밥류,양념 및 장류,
3649,풍기샐러드,샐러드류,채소류,
3650,두부계란부침,전류,난류,두류
3652,두부계란부침,부침류,난류,두류
3654,조갯살아욱국,국탕류,어패류,
3655,고기듬뿍카레라이스,비빔밥볶음밥류,육류,
3656,민물새우찌개,찌개류,어패류,
3657,순대볶음,볶음류,육류,
3658,고추,채소류,채소류,
3662,훈제오리단호박볶음,볶음류,육류,
3663,(New)짜파치킨,튀김류,육류,
3664,채소스틱,채소류,채소류,
3673,닭살해장국,국탕류,육류,
3674,삼겹살김치볶음,볶음류,육류,
3675,호박채나물,나물류,채소류,
3676,볶음쌀국수,면류,채소류,
3677,생선초밥,밥류,어패류,
3678,삼치데리야끼,구이류,어패류,
3679,찐감자,찜류,곡류,
3680,베리베리샐러드,샐러드류,채소류,
3681,(New)수제참나물장아찌,장아찌류,채소류,
3682,숙주나물당근무침,나물류,채소류,
3683,가자미찜,찜류,어패류,
3684,매실주스,음료류,과일류,
3685,맑은버섯닭개장,찌개류,육류,
3686,해물떡볶이,떡류,어패류,
3687,롤케이크,빵과자류,곡류,
3688,단호박피자빵,빵과자류,채소류,
3689,삼색꼬지전,전류,육류,채소류
3690,잔치국수,면류,곡류,
3691,카레덮밥,덮밥국밥류,양념 및 장류,
3692,참나물생채,무침류,채소류,
3693,고구마범벅,죽류,곡류,
3694,두부커틀릿,튀김류,두류,
3695,상추겉절이,김치류,채소류,
3696,(New)고구마순등뼈탕,국탕류,육류,
3697,꼬시래기무초무침,무침류,채소류,
3698,쇠고기무국(빨갛게),국탕류,육류,
3699,(New)깐풍연근,튀김류,채소류,
3700,(샐러드닭가슴살,샐러드류,채소류,
3701,연두부계란찜,찜류,난류,
3702,동전문어조림,조림류,어패류,
3703,어묵간장조림,조림류,어패류,
3704,가자미무조림,조림류,어패류,
3705,등심돈까스,튀김류,육류,
3706,닭강정,튀김류,육류,
3707,유채나물된장무침,무침류,채소류,
3708,어묵깻잎전,전류,어패류,채소류
3709,치커리유자생채,무침류,채소류,
3710,청경채나물,나물류,채소류,
3711,키위요거트D,소스류,유제품류,
3715,감자채햄볶음,볶음류,육류,곡류
3716,쫑상추새콤무침,볶음류,채소류,
3717,바베큐함박찹스테이크,구이류,육류,
3718,해물청경채볶음,볶음류,어패류,채소류
3719,레몬미역초무침,무침류,해조류,
3720,홍초콩나물국,국탕류,채소류,
3721,물파래무침,무침류,채소류,
3722,가래떡돼지갈비찜,찜류,육류,
3723,참깨D,소스류,곡류,
3732,고구마샌드,빵과자류,곡류,
3733,쇠고기매운국,국탕류,육류,
3734,황도샐러드,샐러드류,채소류,
3743,포도주스,음료류,과일류,
3747,비빔밥,비빔밥볶음밥류,채소류,곡류
3748,비빔밥,비빔밥볶음밥류,채소류,
3751,꽈배기도너츠,빵과자류,곡류,
3752,오이쑥갓겉절이,김치류,채소류,
3753,수제두부까스,튀김류,두류,
3754,하이소스,소스류,양념 및 장류,
3755,만두국,국탕류,육류,채소류
3756,사천식탕수육,튀김류,육류,
3757,순대채소볶음,볶음류,육류,채소류
3758,비름나물된장무침,무침류,채소류,
3759,버섯들깨나물,나물류,채소류,
3760,우거지해장국,국탕류,채소류,
3761,고기완자전,전류,육류,
3770,고구마치즈돈까스,튀김류,육류,
3771,아이스슈,빵과자류,곡류,유제품류
3772,돼지김치찌개,찌개류,육류,김치류
3773,스크램블,구이류,난류,
3774,간장파닭,튀김류,육류,
3775,대패삽겹숙주볶음,볶음류,육류,
3776,미니국수,면류,곡류,
3777,문어꽈리초조림,조림류,어패류,
3778,양파치킨,튀김류,육류,
3779,알배기,무침류,곡류,
3780,단배추들깨무침,무침류,채소류,
3781,메밀버섯전,전류,채소류,
3782,야채죽,죽류,채소류,
3783,도시락김,해조류,해조류,
3784,순두부계란국,국탕류,난류,두류
3785,유채된장무침,무침류,채소류,
3786,꽁치와사비구이,구이류,어패류,
3787,머위된장무침,무침류,채소류,
3788,꽃삼겹김치찜,찜류,육류,김치류
3789,김치어묵탕,국탕류,어패류,김치류
3790,닭곰탕,국탕류,육류,
3791,해물동그랑땡전,전류,어패류,
3792,바지락미역국,국탕류,해조류,
3793,로제찜닭,찜류,육류,
3794,감자햄볶음,볶음류,육류,곡류
3795,모시조개시금치국,국탕류,어패류,
3796,군대리아,빵과자류,육류,채소류
3797,기장밥,밥류,곡류,
3798,채소피클,채소류,채소류,
3799,할라피뇨,나물류,채소류,
3800,꽁치구이,구이류,어패류,
3804,시금치고추장무침,무침류,채소류,
3805,주꾸미야채무침,무침류,어패류,
3806,베이컨에그슬럿,빵과자류,육류,난류
3807,열기어구이,구이류,어패류,
3808,북어계란국,국탕류,어패류,
3809,호박새우젓국,국탕류,채소류,
3810,명태조림,조림류,어패류,
3811,청경채깨장나물,나물류,채소류,
3812,바나나팬케익,빵과자류,곡류,
3813,재래김,해조류,해조류,
3814,쌈추겉절이,김치류,채소류,
3815,토마토샌드,빵과자류,채소류,
3816,두부매콤조림,조림류,두류,
3817,오이피클,채소류,채소류,
3818,애플망고두유,음료류,과일류,
3819,옹심이만두국,국탕류,곡류,
3820,두부브로컬리무침,무침류,두류,채소류
3821,떡갈비,구이류,육류,
3822,메밀비빔국수,면류,곡류,
3823,브로컬리들깨무침,무침류,채소류,
3824,유자청돈육볶음,볶음류,육류,
3825,오이도라지생채,무침류,채소류,
3826,꽈리고추감자조림,조림류,채소류,
3827,해초레몬무침,무침류,해조류,
3828,꼬치어묵떡볶이,떡류,어패류,
3829,수제마늘바게트,빵과자류,곡류,
3830,메추리알조림,조림류,난류,
3831,가자미튀김,튀김류,어패류,
3832,전주식콩나물해장국,국탕류,채소류,
3833,새송이볶음,볶음류,채소류,
3834,황태양념구이,구이류,어패류,
3835,크래미숙주무침,무침류,어패류,
3836,애호박건새우볶음,볶음류,채소류,어패류
3837,비엔나컬리플라워볶음,볶음류,육류,어패류
3838,꽈리고추멸치볶음,볶음류,어패류,
3839,뼈없는감자탕,국탕류,육류,
3840,황태포무침,무침류,어패류,
3841,새송이전,전류,채소류,
3842,브로컬리오징어숙회,회류,어패류,
3843,주꾸미무침,무침류,어패류,
3844,모둠쌈,나물류,채소류,
3847,모둠쌈,채소류,채소류,
3853,매운족발볶음,볶음류,육류,
3854,어묵고추장떡,떡류,어패류,
3855,어묵우동,면류,어패류,
3856,볶음밥(김밥재료),비빔밥볶음밥류,채소류,
3857,생선커틀릿,튀김류,어패류,
3861,야채주먹밥,밥류,채소류,
3862,영양부추,나물류,채소류,
3863,크림치즈프레즐,빵과자류,곡류,
3864,느타리버섯장조림,조림류,채소류,
3865,비엔나케찹볶음,볶음류,육류,
3866,돈갈비찜,찜류,육류,
3867,구이김,해조류,해조류,
3868,참치회덮밥,덥밥국밥류,어패류,
3869,콩나물맑은국,국탕류,채소류,
3870,베이비샐러드,샐러드류,채소류,
3871,콩국수,면류,두류,
3872,가지완자튀김,튀김류,채소류,
3873,매운소불고기,구이류,육류,
3874,새우살호박볶음,볶음류,어패류,
3875,오향장육,구이류,육류,
3876,쌈추,채소류,채소류,
3877,도라지초무침,무침류,채소류,
3878,가지된장무침,무침류,채소류,
3879,고춧잎무침,무침류,채소류,
3880,해라피겨자채,회류,해조류,
3881,청포도피클,채소류,채소류,
3882,감자프리타타,전류,곡류,
3883,양념고추지무침,무침류,채소류,
3884,매운소고기무국,국탕류,육류,
3885,고구마샐러드,샐러드류,채소류,
3886,멸치크렌베리볶음,볶음류,어패류,
3887,섬초무침,무침류,해조류,
3888,김치빈대떡,전류,김치류,곡류
3889,감자볶음,볶음류,곡류,
3890,냉이된장국,국탕류,채소류,
3891,산고추지무침,무침류,채소류,
3892,열대과일샐러드,샐러드류,채소류,
3893,쪽파김무침,무침류,김치류,해조류
3894,코다리무조림,조림류,어패류,
3895,장어강정,튀김류,어패류,
3899,고등어김치말이,구이류,어패류,
3900,새우튀김우동,면류,어패류,
3901,LA갈비구이,구이류,육류,
3902,해물김치전,전류,어패류,김치류
3903,(New)탄두리치킨,튀김류,육류,
3904,스태프핫도그,빵과자류,육류,
3905,오이보트샐러드,샐러드류,채소류,
3906,야채호빵,빵과자류,채소류,
3907,무쌈채소말이,나물류,채소류,
3908,쇠고기샤브국,국탕류,육류,
3909,오이맛살볶음,볶음류,어패류,
3910,호박꼬지,나물류,채소류,
3911,고사리,나물류,채소류,
3912,무나물,나물류,채소류,
3916,단배추겉절이,김치류,채소류,
3917,동태전,전류,어패류,
3918,무채맑은국,국탕류,채소류,
3919,낙지덮밥,덮밥국밥류,어패류,
3920,미나리전,전류,채소류,
3921,모듬묵흑임자샐러드,샐러드류,채소류,
3922,콩나물김치국,국탕류,채소류,김치류
3923,하와이언함박스테이크,구이류,육류,
3924,컵주스,음료류,과일류,
3925,동태무조림,조림류,어패류,
3926,메추리알곤약조림,조림류,난류,
3927,임연수무조림,조림류,어패류,
3928,쫄면,면류,곡류,
3929,소세지감자조림,조림류,육류,곡류
3930,꽈리고추메추리알조림,조림류,난류,
3931,참치샐러드,샐러드류,어패류,
3932,닭데리야끼조림,조림류,육류,
3933,호밧젓국찌개,찌개류,채소류,
3934,콩나물두루치기,구이류,채소류,
3935,깻잎양념지,무침류,채소류,
3936,돈육강정,튀김류,육류,
3937,유채나물무침,무침류,채소류,
3938,오이선,나물류,채소류,
3939,매운어묵볶음,볶음류,어패류,
3940,언양식바싹불고기,구이류,육류,
3941,흑임자D,소스류,채소류,
3945,웨지감자,튀김류,곡류,
3946,조갯살무국,국탕류,어패류,
3947,우동,면류,곡류,
3948,봉추찜닭,찜류,육류,
3949,매콤돼지갈비찜,찜류,육류,
3950,인절미샌드,빵과자류,곡류,
3951,전복장각삼계탕,국탕류,어패류,육류
3952,가쯔오장국,국탕류,해조류,
3953,참나물들깨무침,무침류,채소류,
3954,표고버섯탕수육,튀김류,채소류,
3955,느타리팽이볶음,볶음류,채소류,
3956,해물굴소스볶음밥,비빔밥볶음밥류,어패류,
3957,표고버섯죽,죽류,채소류,
3958,동태매운탕,국탕류,어패류,
3959,명엽채볶음,볶음류,채소류,
3960,딸기생크림와플,빵과자류,과일류,
3961,블루베리드레싱샐러드,샐러드류,채소류,
3962,들깨미역국,국탕류,해조류,
3963,김말이강정,튀김류,해조류,곡류
3964,실곤약흑임자무침,무침류,채소류,
3965,닭살겨자채,샐러드류,육류,채소류
3966,비엔케찹볶음,볶음류,육류,
3967,(New)단호박치즈해물찜,찜류,어패류,
3968,야채샌드위치,빵과자류,채소류,
3969,주스,음료류,과일류,
3970,참치마요덮밥,덮밥국밥류,어패류,
3971,수원왕갈비,구이류,육류,
3972,피자토스트,빵과자류,육류,
3973,콩나물냉국,국탕류,채소류,
3974,시금치나물,나물류,채소류,
3975,꼬마김밥,밥류,채소류,
3976,겨자장,소스류,양념 및 장류,
3980,모듬묵양념장,소,양념 및 장류,
3981,세발나물무침,무침류,채소류,
3982,양파호박채나물,나물류,채소류,
3983,고구마까스,튀김류,곡류,
3984,소고기무국,국탕류,육류,
3985,모둠소세지구이,구이류,육류,
3986,마카로니콘샐러드,샐러드류,채소류,
3987,찹쌀밥,밥류,곡류,
3988,제육볶음(빨갛게),구이류,육류,
3989,새알만두국,국탕류,곡류,
3990,조랭이미역국,국탕류,해조류,
3991,오이도라지무침,무침류,채소류,
3992,모듬묵,묵류,채소류,
3996,근대두부된장국,국탕류,두류,
3997,"청,적포도",과일류,과일류,
3998,오렌지주스,음료류,과일류,
4002,황태맑은국,국탕류,어패류,
4003,삼치데리야끼구이,구이류,어패류,
4004,시래기삼치조림,조림류,어패류,
4005,실곤약채소무침,무침류,채소류,
4006,애플잼쿠키,빵과자류,곡류,과일류
4007,모둠양채쌈,나물류,채소류,
4011,해물순두부찌개,찌개류,두류,어패류
4012,통아몬드멸치볶음,볶음류,어패류,곡류
4013,자반고등어구이,구이류,어패류,
4014,대구지리탕,국탕류,어패류,
4015,(New)마약계란장조림,조림류,난류,
4016,(New)에그샐러드,샐러드류,채소류,
4017,불낙찌개,찌개류,어패류,
4018,감자샌드,빵과자류,곡류,
4019,꼬들단무지,김치류,채소류,
4020,베이컨볶음밥,비빔밥볶음밥류,육류,
4021,찐햇감자,찜류,곡류,
4022,소고기떡국,국탕류,육류,
4023,토란국,국탕류,채소류,
4024,과일그라탕,국탕류,과일류,
4025,파운드케익,빵과자류,곡류,유제품류
4026,도라지오이초무침,무침류,채소류,
4027,고추장감자조림,조림류,곡류,
4028,떡밤초,견과류,곡류,
4029,모히토과일샐러드,샐러드류,채소류,
4030,깍둑오이초무침,무침류,김치류,
4031,김치필라프,비빔밥볶음밥류,곡류,김치류
4032,들깨버섯국,국탕류,채소류,
4033,맑은연두부탕,국탕류,두류,
4034,맛살전,전류,어패류,
4035,두부김치국,국탕류,두류,김치류
4036,순살깐풍기,튀김류,육류,
4037,시래기국,국탕류,채소류,
4038,돈육모듬장조림,조림류,육류,
4039,땅콩멸치볶음,볶음류,어패류,곡류
4040,제육고추장불고기,구이류,육류,
4041,호두죽,죽류,곡류,
4042,매운쇠고기국,국탕류,육류,
4043,연근땅콩조림,조림류,채소류,
4044,미니짬뽕,면류,육류,어패류
4045,코다리엿장조림,조림류,어패류,
4046,물미역무침,무침류,해조류,
4047,순두부탕,국탕류,두류,
4048,메밀전병만두,만두류,채소류,
4049,양념치킨,튀김류,육류,
4050,카레닭볶음,볶음류,육류,
4051,망고주스,음료류,과일류,
4052,달래오이생채,무침류,채소류,
4053,우렁살된장국,국탕류,어패류,
4054,오징어콩나물국,국탕류,어패류,
4055,"오징어링,새우튀김",튀김류,어패류,
4056,돈육고추장볶음,볶음류,육류,
4057,브로콜리깨소스무침,무침류,채소류,
4058,찐만두,만두류,육류,
4059,빠에야,비빔밥볶음밥류,육류,곡류
4060,(New)수제부들어묵잡채튀김,튀김류,어패류,
4061,만두튀김,튀김류,육류,
4062,아귀지리,국탕류,어패류,
4063,어묵꽈리고추볶음,볶음류,어패류,
4064,컵라면,면류,곡류,
4065,찐계란,찜류,난류,
4069,감자만두,만두류,곡류,
4070,감자만두,만두류,육류,
4073,느타리호박볶음,볶음류,채소류,
4074,돈육장조림,조림류,육류,
4075,불닭볶음,볶음류,육류,
4076,맛살냉채,샐러드류,어패류,
4077,김치볶음밥,비빔밥볶음밥류,김치류,곡류
4078,쇠고기퀘사디아,구이류,육류,
4079,쇠고기볶음밥,비빔밥볶음밥류,육류,
4080,물파래전,전류,해조류,
4081,쑥갓쌈,나물류,채소류,
4082,두부찜,찜류,두류,
4083,매운닭찜,찜류,육류,
4084,도토리묵야채무침,무침류,채소류,
4085,돌나물오이무침,무침류,채소류,
4086,허니브레드,빵과자류,곡류,
4087,병아리콩,견과류,곡류,
4088,아오리사과,과일류,과일류,
4089,등갈비바베큐조림,조림류,육류,
4090,콩나물파채무침,무침류,채소류,
4091,온두부,찜류,두류,
4092,모닝샌드,빵과자류,곡류,
4093,머위된장나물,나물류,채소류,
4094,메추리알탕수,튀김류,어패류,
4095,짬뽕순두부찌개,찌개류,두류,육류
4096,짜장덮밥,덮밥국밥류,양념 및 장류,
4097,머위대초무침,무침류,채소류,
4098,육개장,찌개류,육류,
4099,모듬야채쌈,나물류,채소류,
4100,어묵곤약볶음,볶음류,어패류,
4101,"김말이,고추튀김",튀김류,해조류,채소류
4102,매운쇠고기버섯볶음,볶음류,육류,
4103,소고기불고기,구이류,육류,
4104,새우미역초무침,무침류,해조류,
4105,교촌간장치킨,튀김류,육류,
4106,배추시래기국,국탕류,채소류,
4107,콩가루배추국,국탕류,채소류,
4108,굴소스해물볶음밥,비빔밥볶음밥류,어패류,
4109,오이맛살무침,무침류,채소류,
4110,채소탕수(연근,튀김류,채소류,
4111,메밀전,전류,곡류,
4112,미나리나물무침,무침류,채소류,
4113,깻잎순나물볶음,볶음류,채소류,
4114,감자만두국,국탕류,곡류,육류
4115,소고기당면국,국탕류,육류,곡류
4116,오이지냉국,국탕류,채소류,
4117,페퍼로니피자,빵과자류,육류,
4118,(New)고추마요치킨,튀김류,육류,
4119,콩조림,조림류,채소류,
4120,미트볼칠리조림,조림류,육류,
4121,양파짱아찌,무침류,채소류,
4122,단호박견과류구이,구이류,채소류,
4123,오리주물럭,구이류,육류,
4124,쇠고기국,국탕류,육류,
4125,총각김치,김치류,김치류,
4126,연근튀김,튀김류,채소류,
4127,브로컬리죽,죽류,채소류,
4128,머스타드,소스류,양념 및 장류,
4129,수제미니햄버거,빵과자류,육류,
4130,치커리깨소스무침,무침류,채소류,
4131,회오리감자,튀김류,곡류,
4132,라면사리,면류,곡류,
4133,감자소세지볶음,볶음류,육류,
4134,사과양상추샐러드,샐러드류,채소류,
4135,간장불고기,구이류,육류,
4136,돈육고추장불고기,구이류,육류,
4137,갈비탕,국탕류,육류,
4138,훈제오리,구이류,육류,
4139,콩나물겨자채,나물류,채소류,
4140,새싹샐러드,샐러드류,채소류,
4141,게살채소죽,죽류,어패류,채소류
4142,오색떡국,국탕류,곡류,
4143,대구탕,국탕류,어패류,
4144,소고기죽,죽류,육류,
4145,등갈비김치찜,찜류,육류,
4146,소고기브로컬리볶음,볶음류,육류,채소류
4147,영양부추무침,무침류,채소류,
4148,백김치,김치류,김치류,
4149,풋고추양파쌈장무침,무침류,채소류,양념 및 장류
4150,애플파이,빵과자류,과일류,
4151,김치두부국,국탕류,두류,김치류
4152,알리오올리오,면류,곡류,
4153,블루베리사과샌드,빵과자류,과일류,
4154,볼어묵고추장볶음,볶음류,어패류,
4155,주꾸미볶음,볶음류,어패류,
4156,타꼬야끼,구이류,어패류,
4157,해물짬뽕,면류,어패류,
4158,감자튀김,튀김류,곡류,
4162,전주식콩나물국,국탕류,채소류,
4163,마늘쫑건새우,볶음류,어패류,
4164,매운사태찜,찜류,육류,
4165,통새우또띠아,빵과자류,어패류,
4166,올갱이아욱국,국탕류,채소류,
4167,다시마,해조류,해조류,
4171,맑은버섯육개장,찌개류,채소류,
4172,고사리육개장,찌개류,채소류,
4173,(New)수제어묵소세지핫도그,빵과자류,어패류,
4174,해물굴소스볶음,볶음류,어패류,
4175,산채비빔밥,비빔밥볶음밥류,채소류,
4179,단팥죽,죽류,곡류,
4180,매실음료,음료류,과일류,
4181,떡갈비주먹밥,비빔밥볶음밥류,육류,
4182,시금치고추장국,국탕류,채소류,
4183,순살닭갈비,구이류,육류,
4184,고추장불고기,구이류,육류,
4185,양파절임,무침류,채소류,
4186,쫄면비빔만두,만두류,육류,
4187,부추깻잎전,전류,채소류,
4188,BLT샌드위치,빵과자류,육류,채소류
4189,홍어채무침,무침류,어패류,
4190,콩나물잡채,면류,채소류,
4191,딤섬,찜류,육류,
4192,마늘바게트,빵과자류,곡류,
4193,계란,찜류,난류,
4194,강낭콩밥,밥류,두류,곡류
4195,오징어채소볶음,볶음류,어패류,
4196,연두부국,국탕류,두류,
4197,토마토리코타치즈샐러드,샐러드류,채소류,
4198,갈치튀김,튀김류,어패류,
4199,쑥갓겉절이,김치류,채소류,
4200,파인D,소스류,과일류,
4201,컵케익,빵과자류,곡류,
4202,채소볶음우동,면류,채소류,
4203,부추양파무침,무침류,채소류,
4204,깻잎고기전,전류,육류,
4205,셀프무쌈말이,무침류,채소류,
4206,동그랑땡,전류,육류,
4207,얼큰동태탕,국탕류,어패류,
4208,톳무침,무침류,해조류,
4209,치킨핑거,튀김류,육류,
4225,요거트드레싱,소스류,유제품류,
4226,브로컬리들깨소스,소스류,채소류,
4227,비엔나컬리플라워조림,조림류,육류,
4228,시금치국,국류,채소류,
4229,달래장,소스류,채소류,양념 및 장류
4230,에그맥모닝,빵과자류,난류,
4231,겨울초나물,나물류,채소류,
4232,다시마쌈,해조류,해조류,
4236,고르곤졸라피자,빵과자류,곡류,
4237,베이컨감자볶음,볶음류,육류,
4238,완자전,전류,육류,
4239,들깨시락국,국탕류,채소류,
4240,쇠고기단호박조림,조림류,육류,
4241,등갈비오븐구이,구이류,육류,
4242,어묵꽈리고추조림,조림류,어패류,
4243,고구마순무침,무침류,채소류,
4244,베이컨샌드위치,빵과자류,육류,
4245,유부주머니우동국,국탕류,두류,
4246,쭈꾸미볶음,볶음류,어패류,
4247,비엔나소세지볶음,볶음류,육류,
4248,감자햄조림,조림류,곡류,
4249,어묵국,국탕류,어패류,
4250,매실짱아찌,장아찌류,과일류,
4251,채소튀김,튀김류,채소류,
4252,맛살계란찜,찜류,어패류,난류
4253,우거지국,국탕류,채소류,
4254,옥수수콘치즈,샐러드류,곡류,유제품류
4255,돈육콩나물불고기,구이류,육류,
4256,노각무침,나물류,채소류,
4257,멸치주먹밥,비빔밥볶음밥류,어패류,
4258,오리불고기,구이류,육류,
4259,수제치킨까스,튀김류,육류,
4260,팽이버섯장국,국탕류,채소류,
4261,구구마순나물,나물류,채소류,
4262,홍합무우국,국탕류,어패류,
4263,영양모듬견과,견과류,곡류,
4264,콩나물맛살냉채,샐러드류,어패류,
4265,후르츠탕수육(황도),디저트,육류,
4266,바지락살국,국탕류,어패류,
4267,들깨무채국,국탕류,채소류,
4268,무쌈,나물류,채소류,
4269,사각어묵볶음,볶음류,어패류,
4270,취나물땅콩무침,무침류,채소류,
4271,단팥빵,빵과자류,곡류,
4272,김말이&만두튀김,튀김류,육류,
4273,트위스터버거,빵과자류,육류,
4274,돈육계란장조림,조림류,육류,
4275,낙지김치죽,죽류,어패류,김치류
4276,두부양념조림,조림류,두류,
4277,우불고기볶음,볶음류,육류,
4278,시래기나물,나물류,채소류,
4279,갈릭파닭,튀김류,육류,
4280,훈제오리구이,구이류,육류,
4281,홍합짬뽕국,국탕류,어패류,
4282,와플&생크림,빵과자류,곡류,유제품류
4283,통도라지고추장구이,구이류,채소류,
4284,하와이안샐러드,샐러드류,채소류,
4285,북어맑은국,국탕류,어패류,
4286,해물완자전,전류,어패류,
4290,삼치된장구이,구이류,어패류,
4291,스팸,구이류,육류,
4292,깻잎전,전류,채소류,
4296,콩나물된장국,국탕류,채소류,
4297,구운어묵볶음,볶음류,어패류,
4298,청포묵야채무침,무침류,채소류,
4299,고구마파이,빵과자류,곡류,
4300,양파초절임,무침류,채소류,
4304,펜네베이컨샐러드,샐러드류,채소류,
4305,부추고추장무침,무침류,채소류,
4306,돈신탕(해장탕),국탕류,육류,
4307,뼈해장국,국탕류,육류,
4308,건새우무국,국탕류,어패류,
4309,모듬소세지볶음,볶음류,육류,
4310,콩나물김칫국,국탕류,채소류,
4311,라즈베리빵,빵과자류,과일류,
4312,통들깨부추무침,무침류,채소류,
4313,두부강정,튀김류,두류,
4314,바싹불고기,구이류,육류,
4315,마늘종숙회,회류,채소류,
4316,감자채전,전류,곡류,
4320,궁중떡찜,찜류,곡류,
4321,돼지국밥,덮밥국밥류,육류,
4322,감자된장찌개,찌개류,곡류,
4323,두부계란구이,구이류,두류,난류
4324,미역장국,국탕류,해조류,
4325,교자만두,만두류,육류,
4326,딸기드레싱샐러드,샐러드류,채소류,
4327,찐옥수수,찜류,곡류,
4328,도라지생채,샐러드류,채소류,
4329,짜사이볶음,볶음류,김치류,
4330,모닝에그빵,빵과자류,난류,
4331,오징어젓무침,무침류,어패류,
4332,오징어불고기,구이류,어패류,육류
4333,묵은지삼겹살찜,찜류,육류,
4334,매콤함박스테이크,구이류,육류,
4335,요구르트,유제품류,유제품류,
4336,북어짬뽕국,국탕류,어패류,
4337,도라지채무침,무침류,채소류,
4338,홍루이젠,빵과자류,곡류,
4339,닭카레볶음,볶음류,육류,
4340,더덕고추장불고기,구이류,육류,
4341,닭간장조림,조림류,육류,
4342,애기새송이버섯볶음,볶음류,채소류,
4343,물만두,만두류,육류,
4344,맛살겨자초무침,무침류,채소류,
4345,가자미양념조림,조림류,어패류,
4346,차돌된장찌개,찌개류,육류,
4347,무청된장국,국탕류,채소류,
4348,호박고추장찌개,찌개류,채소류,
4349,사골파국,국탕류,육류,
4350,토마토계란찜,찜류,난류,
4351,쪽파숙회,회류,채소류,
4352,달래된장찌개,찌개류,채소류,
4353,카레감자볶음,볶음류,곡류,양념 및 장류
4354,오징어떡볶음,볶음류,어패류,
4355,김치어묵국,국탕류,어패류,김치류
4356,사과맛살초무침,무침류,과일류,어패류
4357,꼬시래기무침,무침류,채소류,
4358,사과,과일류,과일류,
4362,마시는요거트,유제품류,유제품류,
4363,가래떡구이,떡류,곡류,
4364,조청,소스류,곡류,
4365,감자치즈구이,구이류,곡류,유제품류
4366,호박새우젓찌개,찌개류,채소류,
4367,탱크보이,디저트,과일류,
4368,모둠버섯구이,구이류,채소류,
4369,한방갈비탕,국탕류,육류,
4370,아욱된장국,국탕류,채소류,
4371,딸기와플,빵과자류,과일류,곡류
4372,크래미샌드,빵과자류,어패류,
4373,초코핫케익,빵과자류,곡류,
4374,증편,떡류,곡류,
4375,매운등뼈조림,조림류,육류,
4376,쇠고기마늘죽,죽류,육류,
4377,근대나물무침,무침류,채소류,
4378,오이소배기,김치류,김치류,
4379,콘치즈구이,구이류,곡류,유제품류
4380,차돌박이숙주볶음,볶음류,육류,채소류
4381,길거리토스트,빵과자류,곡류,
4382,돈육간장불고기,구이류,육류,
4383,쌀국수(숙주들어감),면류,곡류,채소류
4384,소고기콜라비조림,조림류,육류,
4385,새알팥죽,죽류,곡류,
4386,수제등심찹쌀꿔바로우,튀김류,육류,
4387,만다린D,소스류,과일류,
4388,가지볶음,볶음류,채소류,
4389,오미산적,전류,육류,
4390,단호박*팥찜,찜류,채소류,
4391,시금치초고추장무침,무침류,채소류,
4392,들깨버섯무침,무침류,채소류,
4393,치커리배생채,무침류,채소류,
4394,열무비빔밥,비빔밥볶음밥류,김치류,
4395,마늘쫑맛살볶음,볶음류,어패류,
