중식메뉴,샐러드류,양념 및 장류,나물류,소스류,두류,찜류,곡류,죽류,국탕류,볶음류,유제품류,김치류,밥류,묵류,만두류,견과류,비빔밥볶음밥류,음료류,회류,부침류,덥밥국밥류,빵과자류,채소류,면류,육류,난류,어패류,디저트류,무침류,찌개류,해조류,과일류,전류,조림류,튀김류,장아찌류,구이류,스프류,덮밥국밥류,떡류
"['콩나물무침', '쌀밥', '시래기국', '포기김치', '부추전', '등갈비김치찜', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"['언양식불고기', '쌀밥', '고추장찌개', '포기김치', '계란말이', '잡곡밥', '상추파무침']",0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0
"['소면', '골뱅이무침', '무생채', '쌀밥', '어묵국', '포기김치', '돈육굴소스볶음', '잡곡밥']",0,0,0,0,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"['닭개장', '김치전', '쌀밥', '포기김치', '류산슬', '아삭고추무침', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"['쨔샤이무침', '과일', '메밀전병만두', '감자프리타타', '포기김치', '유부장국', '카레덮밥']",0,1,0,0,1,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0
"['꽃게탕', '양념장', '쌀밥', '명태조림', '파래김', '포기김치', '잡곡밥', '소고기장조림']",0,1,0,1,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0
"['쭈꾸미숙회무침', '돼지갈비찜', '잡채', '배추겉절이', '쌀밥', '식혜', '아욱된장국', '송편', '잡곡밥']",0,0,0,0,0,1,5,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"['돈육고추장불고기', '감자채볶음', '쌀밥', '모듬쌈', '포기김치', '잡곡밥', '어묵탕']",0,0,0,0,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['맑은국', '사과고구마그라탱', '돈육강정', '포기김치', '강된장', '곤드레밥', '오이초무침']",0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
"['청경채사과무침', '오징어볶음', '단호박계란찜', '들깨버섯국', '쌀밥', '포기김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"['과일', '야채스틱', '오징어젓무침', '김치전', '석박지', '쌀밥', '설렁탕', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0
"['맛살겨자채', '쌀밥', '버섯불고기', '열무된장국', '포기김치', '잡곡밥', '깻잎지']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0
"['매운소고기무국', '쌀밥', '참나물생채', '우엉잡채', '조기구이', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['칠리소스', '조청', '땅콩조림', '가래떡구이', '포기김치', '생선가스', '유부장국', '콩나물밥']",0,1,0,2,2,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
"['쌀밥', '열무김치', '브로컬리들깨찜', '해물파전', '김치제육볶음', '감자국', '잡곡밥']",0,0,0,0,0,1,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"['양념장', '오징어국', '연두부', '쌀밥', '닭갈비', '포기김치', '호박나물', '잡곡밥']",0,1,1,1,1,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['야채계란찜', '오이무침', '돈육간장불고기', '쌀밥', '고추장찌개', '포기김치', '잡곡밥']",0,1,0,0,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"['양념장', '메밀전병만두', '쌀밥', '파래김', '포기김치', '닭볶음탕', '콩비지찌개', '잡곡밥']",0,1,0,1,1,0,2,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"['톳두부무침', '어묵볶음', '깍두기', '콩나물국', '쌀밥', '등갈비김치찜', '잡곡밥']",0,0,0,0,1,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['시금치프리타타', '쇠고기낙지볶음', '쌀밥', '방풍나물', '포기김치', '얼갈이국', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['오징어볶음', '시금치나물', '배추겉절이', '쌀밥', '근대국', '잡곡밥', '두부새싹구이']",0,0,1,0,1,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['홍어채무침', '황태국', '쌀밥', '소불고기', '포기김치', '콩나물무침', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0
"['쫑상추무침', '배추겉절이', '쌀밥', '실곤약야채무침', '어묵국', '동파삼겹수육', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"['수제돈가스', '쌀밥', '닭살겨자채', '포기김치', '콩나물국', '잡곡밥', '반달호박나물']",1,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['청경채생채', '쌀밥', '시래기국', '마늘간장치킨', '포기김치', '새송이버섯전', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"['무쌈', '양파절임', '참치야채전', '쌀밥', '배추된장국', '훈제오리구이', '포기김치', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"['오징어볶음', '쇠고기샤브국', '단호박계란찜', '쌀밥', '도라지초무침', '포기김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['닭데리야끼구이', '해파리냉채', '쌀밥', '매운콩나물국', '배추겉절이', '치커리생채', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"['탕평채', '맑은국', '오징어젓무침', '사천식탕수육', '포기김치', '강된장', '곤드레밥']",0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0
"['미역국', '무생채', '쌀밥', '동태포전', '닭갈비', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
"['연근조림', '비엔나케찹볶음', '쌀밥', '포기김치', '육개장', '잡곡밥', '고등어구이']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"['소고기불고기', '소면', '순두부찌개', '골뱅이무침', '쌀밥', '포기김치', '아삭고추무침', '잡곡밥']",0,0,0,0,1,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0
"['청국장찌개', '돈육강정', '두부양념조림', '유채나물', '쌀밥', '포기김치', '잡곡밥']",0,1,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"['꽃맛살샐러드', '치킨핑거', '팽이장국', '요거트드레싱', '포기김치', '얼갈이겉절이', '양념장', '콩나물밥']",1,1,0,2,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['상추무침', '오징어숙회무침', '아욱국', '쌀밥', '포기김치', '유자청제육볶음', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"['도토리묵무침', '깍두기', '알탕', '부추깻잎전', '언양식불고기', '쌀밥', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"['꽃게탕', '쌀밥', '매운어묵볶음', '포기김치', '돈육굴소스볶음', '콩나물무침', '잡곡밥']",0,0,0,0,0,0,2,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"['들깨시래기국', '쌀밥', '주꾸미볶음', '포기김치', '잡곡밥', '메추리알조림', '통도라지구이']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"['파스타샐러드', '맑은국', '오이무침', '탈탈소스', '새우까스', '포기김치', '카레덮밥']",1,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
"['두부구이', '양념장', '쌀밥', '물파래무침', '포기김치', '닭볶음탕', '콩나물국', '잡곡밥']",0,1,0,1,1,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['취나물', '배추겉절이', '쌀밥', '버섯불고기', '근대국', '쫄면무침', '잡곡밥']",0,0,1,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['감자프리타타', '쌀밥', '참나물생채', '닭갈비', '포기김치', '얼갈이국', '잡곡밥']",0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"['양념장', '연두부', '쌀밥', '배추된장국', '포기김치', '짬뽕불고기', '늙은호박전', '잡곡밥']",0,1,0,1,1,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"['나물비빔밥', '군고구마', '가쯔오장국', '오징어튀김', '포기김치', '과일샐러드']",1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"['물미역', '레몬탕수육', '알타리김치', '쌀밥', '초장', '두부김치국', '어묵꽈리고추볶음', '잡곡밥']",0,1,0,1,1,0,2,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0
"['해물누룽지탕', '매운버섯국', '쌀밥', '포기김치', '계란말이', '잡곡밥', '얼갈이생채']",0,0,0,0,0,0,2,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['세발나물', '쇠고기낙지볶음', '미역국', '쌀밥', '계란찜', '포기김치', '잡곡밥']",0,0,1,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['배추겉절이', '쌀밥', '차돌박이찌개', '도라지초무침', '모듬버섯볶음', '유린기', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"['단호박영양밥', '언양식불고기', '파래김', '포기김치', '유부장국', '양념장', '주꾸미초무침']",0,1,0,1,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0
"['쫑상추무침', '쌀밥', '셀프무쌈말이', '오리불고기', '포기김치', '콩나물국', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"['떡만두국', '쌀밥', '깻잎지', '포기김치', '쇠고기모듬장조림', '잡곡밥', '동그랑땡전']",0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"['아욱국', '쌀밥', '포기김치', '감자그라탕', '잡곡밥', '제육볶음', '콩나물파채무침']",0,0,0,0,0,0,3,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['도토리묵무침', '쌀밥', '메밀전', '시금치국', '등갈비김치찜', '알타리김치', '잡곡밥']",0,0,0,0,0,1,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"['가자미튀김', '가쯔오국', '고추잡채', '배추겉절이', '꽃빵', '실곤약초무침', '양념장', '콩나물밥']",0,2,0,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['참나물겉절이', '매운어묵국', '쌀밥', '맛살전', '동파삼겹수육', '포기김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
"['두부조림', '동태찌개', '쌀밥', '방풍나물', '포기김치', '치즈함박스테이크', '잡곡밥']",0,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0
"['건새우마늘쫑볶음', '쌀밥', '포기김치', '짬뽕불고기', '콩나물국', '잡곡밥', '메추리알조림']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"['해물김치전', '배추겉절이', '쌀밥', '물파래무침', '닭볶음탕', '연두부탕', '잡곡밥']",0,0,0,0,1,0,2,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"['치커리유자청생채', '팽이장국', '포기김치', '강된장', '곤드레밥', '쫄면무침', '탕수어']",0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0
"['돼지갈비찜', '쌀밥', '근대국', '호박나물', '알타리김치', '잡곡밥', '두부새싹구이']",0,0,1,0,1,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"['고기전', '닭개장', '갈치양념조림', '쌀밥', '비트무생채', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"['부추생채', '쌀밥', '훈제오리구이', '열무된장국', '매운어묵볶음', '크리스마스케익', '포기김치', '잡곡밥', '쌈무']",0,0,0,0,0,0,3,0,1,1,1,2,2,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0
"['소면', '아욱국', '골뱅이무침', '쌀밥', '얼갈이나물', '포기김치', '돈육굴소스볶음', '잡곡밥']",0,0,0,0,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"['오징어볶음', '순두부찌개', '쌀밥', '참나물땅콩무침', '포기김치', '계란말이', '잡곡밥']",0,0,0,0,1,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['해물동그랑땡', '유채나물', '쌀밥', '버섯불고기', '고추장찌개', '포기김치', '잡곡밥']",0,1,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"['돈육고추장불고기', '양배추쌈', '감자채볶음', '쌀밥', '포기김치', '콩나물국', '잡곡밥']",0,0,0,0,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"['도라지오이무침', '쌀밥', '식혜', '해물파전', '포기김치', '소갈비찜', '떡국', '잡곡밥']",0,0,0,0,0,1,4,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"['안동찜닭', '꽈리고추찜', '쌀밥', '차돌박이찌개', '포기김치', '잡곡밥', '주꾸미초무침']",0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"['물미역무침', '언양식불고기', '쌀밥', '삼치구이', '포기김치', '두부김치국', '잡곡밥']",0,0,0,0,1,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0
"['쇠고기숙주볶음', '부추생채', '쌀밥', '시래기국', '포기김치', '늙은호박전', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"['청경채생채', '쌀밥', '포기김치', '치즈함박스테이크', '콩나물국', '잡곡밥', '고등어구이']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"['검정콩조림', '맑은국', '요거트소스', '치킨핑거', '하와이안샐러드', '비빔밥', '포기김치']",1,0,0,1,1,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"['감자프리타타', '깍두기', '쌀밥', '탕수육', '육개장', '잡곡밥', '깻잎지']",0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
"['꽃게탕', '시금치나물', '고추잡채', '쌀밥', '꽃빵', '메밀전', '포기김치', '잡곡밥']",0,0,1,0,0,0,4,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"['마늘쫑무침', '감자채볶음', '알탕', '쌀밥', '포기김치', '돈육굴소스볶음', '잡곡밥']",0,0,0,0,0,0,3,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['치커리유자청생채', '등갈비김치말이', '해파리냉채', '쌀밥', '어묵국', '알타리김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"['맑은국', '유산슬', '짜장덮밥', '오렌지', '포기김치', '단무지', '군만두']",0,1,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
"['오이무침', '쇠고기낙지볶음', '배추겉절이', '쌀밥', '봄동된장국', '두부스테이크', '잡곡밥']",0,0,0,0,1,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"['순살파닭', '콩나물김치국', '쌀밥', '포기김치', '실곤약초무침', '우엉조림', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"['야채계란찜', '오이사과무침', '쌀밥', '버섯불고기', '고추장찌개', '포기김치', '잡곡밥']",0,1,0,0,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0
"['청경채생채', '쌀밥', '배추된장국', '닭볶음탕', '새송이버섯전', '알타리김치', '잡곡밥']",0,0,1,0,0,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"['파스타샐러드', '맑은국', '오복지무침', '생선까스', '탈탈소스', '포기김치', '콩나물밥']",1,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['취나물', '쌀밥', '오징어초무침', '포기김치', '누룽지탕수육', '얼갈이국', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['수제비국', '멸치호두볶음', '배추겉절이', '쌀밥', '짬뽕불고기', '잡곡밥', '도라지나물']",0,0,1,0,0,0,4,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['사과고구마그라탱', '쌀밥', '브로컬리들깨찜', '포기김치', '김치제육볶음', '된장찌개', '잡곡밥']",0,1,0,0,0,1,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"['새알만두국', '돈육잡채', '유채나물', '쌀밥', '양파치킨', '포기김치', '치킨무', '잡곡밥']",0,0,1,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['칠리소스', '오이무침', '쫄면무침', '새우까스', '포기김치', '유부장국', '카레덮밥']",0,2,0,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0
"['콩나물겨자채무침', '청국장찌개', '비엔나감자볶음', '쌀밥', '포기김치', '갈치구이', '잡곡밥']",0,1,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['간장깻잎지', '쌀밥', '동파삼겹수육', '포기김치', '시금치국', '해물파전', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"['부추생채', '쌀밥', '훈제오리구이', '열무된장국', '매운어묵볶음', '포기김치', '잡곡밥', '쌈무']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0
"['숙주나물', '황태국', '쌀밥', '들깨버섯무침', '잡곡밥', '알타리김치', '제육볶음']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['쌀밥', '소불고기', '어묵국', '포기김치', '실곤약초무침', '계란말이', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0
"['물미역', '순두부찌개', '돈육장조림', '옥수수전', '쌀밥', '초장', '포기김치', '잡곡밥']",0,1,0,1,1,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0
"['맑은국', '낙지비빔밥', '고구마튀김', '오복지무침', '포기김치', '메추리알조림']",0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"['꽃게탕', '카레감자채볶음', '양배추쌈', '쌈장', '쌀밥', '포기김치', '미니채소떡갈비', '잡곡밥']",0,1,0,1,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"['양념장', '오징어볶음', '미역줄기볶음', '연두부', '쌀밥', '봄동된장국', '포기김치', '잡곡밥']",0,1,0,1,1,1,2,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"['유채나물', '쌀밥', '포기김치', '치즈함박스테이크', '새송이버섯전', '콩비지찌개', '잡곡밥']",0,0,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"['구이김', '오곡밥', '굴비구이', '부럼', '쌀밥', '차돌박이찌개', '포기김치', '보름나물', '오징어야채무침']",0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,2,1,2,0,0,0,0,0,1,0,0,0
"['맑은국', '치킨핑거', '무생채', '요플레', '김치찐만두', '포기김치', '곤드레밥', '양념장']",0,2,0,1,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['시금치프리타타', '오이무침', '돼지갈비찜', '아욱국', '쌀밥', '알타리김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['돈육김치찌개', '언양식불고기', '쌀밥', '맛살냉채', '마늘쫑건새우볶음', '포기김치', '잡곡밥']",1,0,0,0,0,0,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0
